Key	Wikidata ID	Description
Southard, Elizabeth (historian)		Elizabeth Southard. Thesis University of East Anglia (2013): Property, identity and place in seventeenth-century New England.
Southcombe, George (historian)	Q87186140	George Southcombe
Southern, Antonia (historian)	Q87184593	Antonia Southern
Spalding, Ruth (historian)	Q7383221	Ruth Spalding. Editor and biographer of Bulstrode Whitelocke. Also actor and theatre director
Spaulding, Thomas Marshall (historian)	Q86983076	Thomas Marshall Spaulding. US Army officer, bibliographer and historian.
Spehar, Warren E (historian)		Warren E. Spehar. Article on militia ordinance, 2016.
Spence, Richard T (historian)	Q109909092	Richard Turfitt Spence.
Spencer, Charles (9th Earl Spencer, historian)	Q331287	Charles Spencer, 9th Earl Spencer. Historian and biographer.
Spicksley, Judith M (historian)	Q87186141	Judith M. Spicksley
Spiller, John (historian)	Q124342203	John Spiller. Military historian, sixth form teacher and author of A-level history books. Contributor to Midland History.
Spraggon, Julie (historian)	Q64007132	Julie Spraggon
Spraggs, G M (literary scholar)	Q109909093	G. M. Spraggs.
Spring, Laurence (historian)	Q87183970	Laurence Spring
Spufford, Margaret (historian)	Q16097782	Margaret Spufford.
Spurlock, Scott (historian)	Q67183435	Roy Scott Spurlock. Historian of religion.
St John-Smith, Christopher (historian)	Q123668473	Christopher St. John-Smith.
Stackhouse Acton, Frances (historian)	Q16857615	Frances Stackhouse Acton AKA Fanny Stackhouse Acton.
Staffell, Clare E (historian)	Q109909094	Clare Elizabeth Staffell.
Stanewell, L M (archivist)	Q87185409	L. M. Stanewell
Stanley, Alison (historian)		Alison Stanley. Thesis King's College London (2012): Language and identity in the literature of the seventeenth-century New England Puritans.
Stanton, H E (historian)		H. E. Stanton. Contributor to Journal of the Society for Army Historical Research.
Stanton, Kamille Stone (literary scholar)	Q87185411	Kamille Stone Stanton
Stawell, George Dodsworth (historian)	Q87184594	George Dodsworth Stawell
Steane, John M (archaeologist)	Q56500200	John M. Steane. Archaeologist and landscape historian.
Steele, Margaret (historian)	Q109909095	Margaret Steele.
Steele, Robert (historian)	Q15432539	Robert Steele
Steer, Francis William (historian)	Q19325682	Francis William Steer
Stephens, Isaac (historian)	Q88646847	Isaac Stephens
Stephens, William B (historian)	Q28733214	William Brewer Stephens
Stephenson, Judy Zara (historian)	Q87186145	Judy Zara Stephenson
Stevens, Paul (literary scholar)	Q86983079	Paul Stevens. Canadian Miltonist.
Stevenson, David (historian)	Q123668474	David Stevenson. Historian of 17thC Scotland, not WW1.
Stevenson, John (historian, Chalgrove)		John Stevenson. Co-author of Oxoniensia article about battle of Chalgrove with Andrew Carter.
Stevenson, John (historian, Order and Disorder)	Q55939656	John Stevenson. Editor of Order and Disorder with Anthony Fletcher. May or may not be same as author of article about Chalgrove.
Stevenson, William (historian)	Q109909096	William Stevenson.
Steward, Martin (literary scholar)	Q109909098	Martin Steward.
Stewart, David (historian)		Colonel David Stewart, O.B.E., T.D., D.Sc. Military and medical historian. Contributor to Journal of the Society for Army Historical Research.
Stewart, Laura (historian)	Q56745259	Laura A. M. Stewart
Stieg, Margaret F (historian)	Q63993218	Margaret F. Stieg
Stirling, Anna Maria Wilhelmina (historian)	Q4648153	Anna Maria Wilhelmina Stirling
Stokes, Ethel (record agent)	Q19335459	Ethel Stokes (1870-1944). Record agent and researcher for ''The Complete Peerage''.
Stone, Christopher J (literary scholar)		Christopher John Stone. Thesis University of Leeds (2013): Aspects of science in the works of Donne and Milton.
Stone, Claire (historian)	Q109909099	Claire Stone.
Stone, Gregory W (historian)	Q87183639	Gregory Winston Stone
Stone, Kamille (literary scholar)	Q57625915	Kamille Lorayne Stone.
Stone, Lawrence (historian)	Q968540	Lawrence Stone
Storey, Matthew J (historian)	Q109909100	Matthew Jason Storey.
Storm, Alan (historian)		Alan Storm. Thesis University of Leicester (1991): Family and maritime community: Robin Hood's Bay, c.1653-c.1867.
Story, G M (literary scholar)	Q110193308	George Morley Story. Thesis University of Oxford (1954): A critical edition of the English poems of William Alabaster: a biography of William Alabaster, 1567-1640.
Stow, John (antiquary)	Q1230454	John Stow or Stowe (died 1605). Author of ''Survey of London''.
Stoyle, Mark (historian)	Q11770318	Mark Jonathon Dominic Stoyle
Stretton, Tim (historian)	Q87186152	Timothy Stretton aka Tim Stretton.
Strider, Robert Edward Lee (historian)	Q87183971	Robert Edward Lee Strider
Strier, Richard (literary scholar)	Q87186154	Richard Strier
Strudwick, Elizabeth M (historian)		Elizabeth M. Strudwick. Catholics.
Stuart, Denis G (historian)	Q87186156	Denis G. Stuart. Latin for local historians.
Stucley, John (historian)	Q87183972	John Stucley
Styles, John (historian)	Q63153836	John Styles
Styles, Philip (historian)	Q87184596	Philip Styles
Suarez, Michael Felix (literary scholar)	Q106403986	Michael Felix Suarez.
Sullivan, Ceri (literary scholar)	Q88646851	Ceri Sullivan
Summers, Claude J (historian)	Q5128906	Claude J. Summers
Sunderland, Frederick Harold (historian)		Frederick Harold Sunderland. Biographer of Marmaduke Langdale.
Sutherland, James (historian)	Q55676176	James Runcieman Sutherland (1900-1996)
Sutherland, Julie (literary scholar)	Q109909101	Julie Sutherland.
Sutton, John (historian)		John Sutton. Cromwellian Staffordshire.
Sutton, Paul (historian)	Q115372034	Paul Sutton. Helion books on Anglo-Spanish war and London Militia cavalry.
Suzuki, Mihoko (literary scholar)	Q87186159	Mihoko Suzuki
Svalastog, Julie M (historian)	Q112564079	Julie Mo Svalastog. Historian studying English slave traders in 17th century.
Swaffield, Jeanette (historian)		Jeanette Swaffield. Thesis University of Edinburgh (2009): Ergot usage and contamination of foodstuffs in the seventeenth and eighteenth centuries and its possible implication in the population changes in England.
Swann, Adam (literary scholar)	Q109909102	Adam Swann.
Symonds, E M (historian)		E. M. Symonds. Edited diary of John Greene.
Tadmor, Naomi (historian)	Q64708156	Naomi Tadmor
Taft, Barbara (historian)	Q88646853	Barbara Taft. Historian of the Levellers.
Taipale, Antti (historian)		2021 PhD from University of Helsinki on religion and soldiers.
Talbott, Siobhan (historian)	Q87186160	Siobhan Talbott
Tankard, Danae (historian)	Q61679591	Danae Tankard
Tapsell, Grant (historian)	Q87187576	Grant Tapsell
Tarver, Anne (historian)	Q87187578	Anne Tarver
Tawney, R H (historian)	Q2589871	Richard Henry Tawney (1880-1962). Economic historian and sociologist.
Taylor, Brian (historian)		Brian Taylor. Local historian of Surrey.
Taylor, Christopher C (archaeologist)	Q46266049	Christopher C. Taylor. Archaeologist and landscape historian.
Taylor, John K G (historian)		John K. G. Taylor. Local historian of Gloucestershire.
Taylor, Sarah (historian)	Q105102114	Sarah Rachel Taylor. Thesis on disposal of battle dead.
Taylor, Stephen (historian)	Q104903568	Stephen John Charles Taylor. Church historian.
Teall, Dennis G (historian)	Q109909103	Dennis Gordon Teall.
Temple, R K G (historian)	Q2525579	Robert Kyle Grenville Temple. Author of article on New Model Army.
Tenison, E M (historian)	Q18922224	Eva Mabel Tenison, aka Michael Barrington, Nauticus, or Historicus. Contributor to Journal of the Society for Army Historical Research.
Tennant, Philip (historian)	Q87183973	Philip Tennant
Terry, C S (historian)	Q5082345	Charles Sanford Terry (1864-1936). British historian and musicologist. Not same as American translator of Japanese.
Thane, Pat (historian)	Q16886065	Pat Thane
Theiss, Sherrilynn D (historian)	Q109909105	Sherrilynn Dawn Theiss.
Thirsk, Joan (historian)	Q6205494	Joan Thirsk
Thomas, Angela M (historian)		Angela Margaret Thomas. Thesis University of Reading (2000): Parent-child relationships and childhood experiences: the emotional and physical aspects of care for children in early modern Britain, 1640-1800.
Thomas, Denise (historian)		Denise Thomas. 2013 article in ''Midland History'' on Thomas Hall.
Thomas, Geraint Wynn (historian)		Geraint Wynn Thomas. Thesis University of Oxford (1974): Archbishop John Williams: politics and prerogative law, 1621-1642.
Thomas, Keith (historian)	Q6385114	Keith Thomas
Thomas, Peter William (historian)	Q86983081	Peter William Thomas. Edited Mercurius Aulicus. Thesis on John Berkenhead. Not same as P. D. G. Thomas.
Thomas-Stanford, Charles (historian)	Q5082906	Sir Charles Thomas-Stanford, 1st Baronet. MP and historian of Sussex.
Thompson, Ann (historian)	Q123668476	Ann Thompson.
Thompson, Christopher (historian)	Q123668477	Christopher Thompson. 17thC politics and county of Essex.
Thompson, J (historian)		J. Thompson. Partizan Press book about camp followers.
Thompson, Kathryn M (archivist)	Q87184601	Kathryn Mary Thompson, aka Kate Thompson. Archivist and author of record guides.
Thompson, Robert Perry (literary scholar)		Robert Perry Thompson. Thesis King's College London (1988): English music manuscripts and the fine paper trade, 1648-1688.
Thomson, Alan (historian)	Q86983084	Alan Thomson. Hertfordshire in civil wars.
Thomson, Andrew (historian)	Q123668478	Andrew Thomson. 2019 article in ''Midland History'' about diocese of Worcester. Not same as Andrew William John Thomson, historian of industrial relations, who died in 2014.
Thomson, Elizabeth (literary scholar)	Q109909106	Elizabeth Thomson.
Thornton, Tim (historian)	Q86983089	Timothy John Thornton, usually known as Tim Thornton. Studies Wales, Channel Islands, Isle of Man. Not same as philosopher studying mental health.
Thorpe, Lara (historian)	Q123668479	Lara Thorpe. Medical historian, Restoration London.
Thrush, Andrew (historian)	Q87397282	Andrew Thrush. History of Parliament and maritime/naval history.
Tibbutt, H G (historian)	Q87183974	Harry Gordon Tibbutt. Local historian, Bedfordshire.
Timbers, Frances (historian)	Q87187580	Frances Timbers
Timings, E K (historian)	Q87183975	Edward Kenneth Timings
Tincey, John (historian)	Q87183977	John Tincey
Tindall, Gillian (historian)	Q3106617	Gillian Tindall
Tink, James M (literary scholar)	Q109909107	James M. Tink.
Todd, Barbara J (historian)	Q87183641	Barbara J. Todd
Toller, John (historian)	Q109909108	John Toller.
Tolmie, Murray (historian)	Q87187581	Murray Tolmie
Tomkins, Stephen (historian)	Q109909109	Stephen Tomkins.
Tomlinson, Edward Murray (historian)	Q123668481	Edward Murray Tomlinson. Vicar of Holy Trinity Minories. Published history of Minories, 1907.
Toms, Jan (historian)	Q87185413	Jan Toms
Townsend, George Fyler (historian)	Q5539537	George Fyler Townsend
Toynbee, Margaret (historian)	Q63307983	Margaret Ruth Toynbee.
Trease, Geoffrey (historian)	Q725421	Geoffrey Trease
Trela, D J (literary scholar)	Q109909110	D. J. Trela.
Trevelyan, C E (historian)	Q3249693	Sir Charles Edward Trevelyan, 1st baronet. Colonial administrator and family historian.
Trevelyan, W C (historian and scientist)	Q7964493	Sir Walter Calverley Trevelyan, 6th Baronet. Geologist, naturalist and family historian.
Trim, David (historian)	Q5240502	David Trim, aka D. J. B. Trim.
Trott, F J (historian)	Q109909111	F. J. Trott.
Tucker, Norman (historian)	Q63283482	Norman Tucker.
Turnbull, Emma C (historian)	Q87185414	Emma Christina Turnbull. Historian and local councillor in Oxford.
Turner, Dawson (historian)	Q123668482	Dawson Turner. Local historian of Norfolk, active in 19thC.
Turner, James Grantham (literary scholar)	Q87185416	James Grantham Turner
Turner, Olivia Horsfall (historian)	Q18748765	Olivia Horsfall Turner. Thesis University College London (2009): Perceptions of medieval buildings in England, c.1640-c.1720.
Turton, Alan (historian)	Q63283488	Alan Turton, military historian and curator.
Tutino, Stefania (historian)	Q87187586	Stefania Tutino
Twigg, John D (historian)	Q109909112	John David Twigg. Author of histories of Cambridge University and works on third world development and disasters.
Tyacke, Nicholas (historian)	Q55999283	Nicholas Tyacke
Tyerman, Christopher (historian)	Q12360635	Christopher Tyerman
Tylden, Geoffrey (historian)	Q87187588	Major Geoffrey Tylden. British Army officer and military historian.
Tyler, Colin (historian)	Q58258694	Colin Tyler. Historian and political scientist. Wrote article on the 19 Propositions.
Tyler, Philip (historian)		Philip Tyler. Thesis University of Oxford (1965): The Ecclesiastical Commission for the province of York, 1561-1641.
Tyrrell, Thomas (literary scholar)	Q109909114	Thomas Tyrrell.
Underdown, David (historian)	Q5240562	David Underdown.
Unwin, George (historian)	Q18917646	George Unwin. Historian of London.
Upton, Eleanor Stuart (librarian)	Q87187594	Eleanor Stuart Upton
Usborne, Cornelie (historian)	Q87187596	Cornelie Usborne
Usher, Roland Greene (historian)	Q29915436	Roland Greene Usher
Vaisey, D G (historian)	Q5240591	David G. Vaisey
Valentine, Eric (author)	Q87065583	Eric Valentine. Author of book about rapiers.
Vallance, Edward (historian)	Q64699436	Edward Vallance
Valletta, Frederick (historian)	Q109909115	Frederick Victor Alfred Valletta.
Van Looy, Mairi H L (literary scholar)	Q109909116	Mairi H. L. Van Looy.
Van Nimwegen, Olaf (historian)	Q87187599	Olaf van Nimwegen
Van Raamsdonk, Esther (literary scholar)	Q109909117	Esther Maria Jacoba van Raamsdonk.
Vance, Shona (historian)	Q109909118	Shona Vance.
Varley, F J (historian)	Q87183978	Frederick John Varley
Varner, Lindsay A (historian)	Q109909119	Lindsay Ann Varner.
Venning, Timothy (historian)	Q64213640	Timothy Michael Hamilton Venning.
Verney, Frances Parthenope (historian)	Q514978	Frances Parthenope Verney, nee Nightingale.
Vernon, Elliot C (historian)	Q87187600	Elliot Curt Vernon
Volmer, Inga (historian)		Inga Volmer. Thesis University of Cambridge (2007): A comparative study of massacres during the wars of the Three Kingdoms, 1641-53.
Vuuren, Julie van (historian)	Q109909120	Julie van Vuuren.
Waddell, Brodie (historian)	Q64706483	Brodie Banner Waddell. Social historian and Many Headed Monster blogger.
Wade-Martins, Peter (archaeologist)	Q64416034	Peter Wade-Martins.
Wainwright, Philip (historian)		Philip Wainwright. Thesis University of Kent (2011): An examination of published works in support of comprehension of puritans in the Church of England between 1656 and 1689.
Wakelin, Alexander P (historian)	Q109909121	Alexander Peter Wakelin.
Wales, Tim (historian)	Q123668483	Tim Wales. Parliamentarian officers and Cromwell editor. NOT same as librarian.
Walker, Elaine (literary scholar)	Q121326872	Elaine Walker. Writer of fiction and non-fiction. Lecturer in English Literature and Creative Writing.
Walker, Garthine (historian)	Q64592492	Garthine Walker
Wall, Alison D (historian)	Q87187602	Alison D. Wall
Wall, Richard (historian)	Q87187604	Richard Wall. Historical demographer.
Wall, Wendy (literary scholar)	Q84685108	Wendy Wall (1961-). Literary scholar at Northwestern University who has published on Gervase Markham. Not same as 20thC historian Wendy L. Wall (1962-) at Colgate University.
Wallace, John (historian)	Q87184605	John Wallace
Wallington, Neil A (literary scholar)	Q109909122	Neil Anthony Wallington.
Wallis, Patrick (historian)	Q64626496	Patrick Wallis
Walsh, Claire (historian)		Claire Walsh. Shopping in London. Probably not same as Irish archaeologist.
Walsham, Alexandra (historian)	Q20713143	Alexandra Walsham
Walter, John (historian)	Q86983090	John Walter
Walters, Elizabeth M (literary scholar)		Elizabeth M. Walters. Thesis University of Edinburgh (2005): Science, nature and politics: Margaret Cavendish's challenge to gender and class hierarchy.
Walton, Steven Ashton (historian)	Q87183644	Steven Ashton Walton
Walzer, Michael (historian)	Q445511	Michael Walzer
Wang, Ying-Chien (literary scholar)		Ying-Chien Wang. Thesis University of Cambridge (2007): 'Be valiant and fight the Lords battells': sacred texts for soldiers during the English civil wars.
Wanklyn, Malcolm (historian)	Q60664227	Historian. AKA M D G Wanklyn.
Warburton, Eliot (historian)	Q5365579	Bartholomew Elliott George Warburton, pen name Eliot Warburton. Historian and novelist.
Ward Clavier, Sarah (historian)	Q87185421	Sarah Ward Clavier, aka Sarah Louise Ward. Thesis and articles on Wales.
Ward Lowery, Nicholas J L (literary scholar)	Q109909123	Nicholas J. L. Ward Lowery.
Ward, Ian (historian)	Q109909125	Ian Ward.
Ward, Joseph P (historian)	Q65643415	Joseph P. Ward
Wareing, John (geographer)	Q87183645	John Wareing
Warmington, Andrew R (historian)	Q87184606	Andrew Richard Warmington
Warner, George Frederic (archivist)	Q18761965	George Frederic Warner. Editor of Nicholas papers.
Warner, Jessica (historian)	Q6187544	Jessica Warner
Warrand, Duncan (genealogist)	Q122388609	Duncan Warrand. Editor of ''The Complete Peerage''. Not clear if same as Duncan Warrand (1877-1946) who published Culloden papers and Mackenzie pedigrees.
Warren, Ian (historian)	Q87183647	Ian Warren
Warren, Rebecca (historian)	Q86983092	Rebecca Warren
Washbourn, John (historian)	Q18673994	John Washbourn junior (1792-1847). Bookseller and historian of Gloucester. Compiled ''Bibliotheca Gloucestrensis''.
Wassersug, Yolana (literary scholar)	Q109909126	Yolana Wassersug.
Watanabe-O'Kelly, Helen (literary scholar)	Q5703363	Helen Watanabe-O'Kelly
Waters, Ivor (historian)	Q87183979	Ivor Waters
Watkins, Michael J F (literary scholar)	Q109909128	Michael J. F. Watkins.
Watkinson, J M (historian)	Q87183982	Jane M. Watkinson. Librarian and historian. Edited Sanderson's diary.
Watson, Jennifer C (historian)	Q109909130	Jennifer Claire Watson.
Watt, Tessa (historian)	Q124331524	Tessa Stephanie Watt. Wrote ''Cheap Print''. Former historian, now mindfulness and yoga teacher.
Watts, Sylvia (historian)	Q123668484	Sylvia Watts. ''Midland History'' article on religion in Staffs and Shropshire.
Webb, Adrian James (historian)	Q87184608	Adrian James Webb
Webb, Cliff (historian)	Q87185424	Clifford Reginald Webb, usually known as Cliff Webb. Genealogist and historian.
Webb, Henry J (historian)	Q123668485	Henry J. Webb. Wrote ''Elizabethan Military Science''. Not clear if same person who wrote about Judaism.
Webb, John (1925-, historian)	Q86983094	John Webb. Local historian studying Portsmouth and Ipswich.
Webb, John, Reverend (1776-1869, historian)	Q18917515	Reverend John Webb (1776-1869). Clergyman, historian of Herefordshire and father of Thomas William Webb.
Webb, Michelle L (historian)	Q109909131	Michelle Louise Webb.
Webb, R (historian)		R. Webb. Edited Nehemiah Wallington in 19thC.
Webb, Thomas William (historian and astronomer)	Q323549	Reverend Thomas William Webb. Clergyman and astronomer. Also helped his father John Webb with history of Herefordshire.
Wedgwood, C V (historian)	Q546097	Cicely Veronica Wedgwood. Historian of British Civil Wars and Thirty Years War.
Weed, Katherine Kirtley (historian)	Q87187606	Katherine Kirtley Weed
Weil, Rachel J (historian)	Q7279446	Rachel Judith Weil
Weinbaum, Martin (historian)		Martin Weinbaum. Wrote ''British Borough Charters''. Not clear if also wrote about philosophy.
Weinstein, Rosemary (historian)	Q87185426	Rosemary Weinstein
Weismiller, Edward R (literary scholar)	Q5345836	Edward Ronald Weismiller.
Wells, Elizabeth (historian)	Q109909133	Elizabeth Wells.
Wells, Vaughan T (historian)	Q109909134	Vaughan T. Wells.
Wells-Furby, Leonie (historian)	Q109909132	Leonie Wells-Furby.
Wenham, Leslie Peter (historian)	Q17479339	Leslie Peter Wenham
West, Philip G (literary scholar)	Q123668486	Philip George West.
Wheeler, James Scott (historian)	Q87185428	James Scott Wheeler
Whelan, Basil (historian)		Basil Whelan. Monk who wrote about Herefordshire abbeys. Probably died 1984.
Whitaker, Katie (historian)	Q87183983	Katie Whitaker
White, Geoffrey H (genealogist)	Q102057766	Geoffrey Henllan White (1873-1969). Genealogist and editor of ''The Complete Peerage''.
White, Michelle A (historian)	Q87183984	Michelle Anne White
White, William (historian)		William White. Thesis University of Oxford (2019): Preaching, print, and politics: the sermons of the Royalist and Episcopalian clergy, 1642-1660.
Whitebrook, J C (historian)	Q87185430	John Cudworth Whitebrook
Whitebrook, W (historian)		W. Whitebrook. London citizens.
Whitehead, Julian (historian)	Q87183985	Julian Whitehead
Whiting, Amanda Jane (historian)	Q87187608	Amanda Jane Whiting
Whyte, Ian D (historical geographer)	Q87134074	Ian D. Whyte.
Wiemann, Dirk (historian)	Q1228125	Dirk Wiemann
Wiesner-Hanks, Merry (historian)	Q22958062	Merry E. Wiesner-Hanks. Gender historian.
Wiggins, Martin (literary scholar)	Q123668487	Martin Wiggins.
Wilcher, Robert (literary scholar)	Q87185432	Robert Wilcher
Wildridge, Thomas Tindall (historian)	Q21460960	Thomas Tindall Wildridge
Wilkie, Vanessa (historian)	Q106834216	Vanessa Wilkie. Curator at Huntington Library. ''Midland History'' article on Lady Eleanor Douglas.
Wilks, Timothy (historian)	Q87187611	Timothy Wilks
Willan, T S (historian)	Q59628009	Thomas Stuart Willan. Historian of trade and transport.
Willey, Frederick R (historian)	Q109909136	Frederick Richard Willey.
Williams, Barrie (historian)	Q109909137	Barrie Williams.
Williams, Charles Murray (historian)	Q123668488	Charles Murray Williams.
Williams, Justine (literary scholar)		Justine Isabella Williams. Thesis University of Warwick (2010): The Irish plays of James Shirley, 1636-1640.
Williams, Mark (historian)		Mark Williams. 2002 article about poverty in Earl's Colne, Essex.
Williams, Mark R F (historian)	Q112944733	Mark Robert Franklin Williams. Thesis University of Oxford (2010): 'The King's Irishmen': the roles, impact and experiences of the Irish in the exiled court of Charles II, 1649-1660.
Williams, Ronald (historian)		Ronald Williams. Biographer of Montrose.
Williams, Tamsyn M (historian)	Q109909139	Tamsyn Mary Williams.
Williamson, Fiona (historian)	Q61824947	Fiona Williamson. Former historian of early-modern England, now working on climate history in Far East.
Williamson, Margaret T (literary scholar)		Margaret T. Williamson. Thesis Royal Holloway, University of London (1929): English personal letters and private diaries of 1640-1680: a study of the general mental attitude of the period as illustrated by individual types, together with a brief examination of the colloquial language of the time.
Williamson, Tom (historian)	Q56528377	Tom Williamson. Environmental historian and archaeologist.
Willis, Jonathan P (historian)	Q87187618	Jonathan P. Willis
Willis-Bund, J W (historian)	Q6264290	John William Willis-Bund. Historian of Worcestershire.
Willmott, Hugh B (archaeologist)	Q64006705	Hugh Benedict Willmott.
Willoughby-Higson, P J (historian)	Q109909140	P. J. Willoughby-Higson.
Willumsen, Liv Helene (historian)	Q66818212	Liv Helene Willumsen.
Wilson, Adrian (historian)	Q99582796	Adrian Wilson.
Wilson, Emma A (literary scholar)	Q109909141	Emma Annette Wilson.
Wilson, John (historian)	Q1572471	John Wilson, 2nd Baron Moran (1924-2014). Biographer of Sir Thomas Fairfax.
Wilson, Kathleen (historian)	Q87187621	Kathleen Wilson
Wiseman, Susan J (literary scholar)	Q87187622	Susan J. Wiseman
Withington, Phil (historian)	Q87187625	Philip John Withington, usually known as Phil Withington.
Wolfe, Heather R (literary scholar)	Q109909143	Heather Ruth Wolfe.
Wolfe, Michael (historian)		Michael Wolfe. 2004 article on royalist clergy.
Wolffe, Alicia M (historian)	Q109909144	Alicia Mary Wolffe.
Wolfson, Sara (historian)	Q87187627	Sara Joy Wolfson
Wong, Matthias (historian)	Q86983096	Matthias Wong
Wood, A C (historian)	Q4723655	Alfred Cecil Wood
Wood, Andy (historian)	Q21999926	Andy Wood
Wood, Bethany (historian)	Q109909146	Bethany Isobel Amy Wood.
Wooders, Jameson D (historian)	Q109909148	Jameson D. Wooders.
Woodford, Benjamin (historian)	Q87185434	Benjamin Woodford
Woodhead, J R (historian)	Q87185437	John Roger Woodhead
Woodward, Donald (historian)	Q87185438	Donald Woodward (born 1942). Economic historian.
Woolf, Daniel R (historian)	Q5219125	Daniel R. Woolf
Woollcombe, Henry (historian)		Henry Woollcombe. Local historian of Devon.
Woolrych, Austin (historian)	Q15452132	Austin Herbert Woolrych
Wootton, David (historian)	Q25640630	David Richard John Wootton. Historian of ideas, politics and science.
Worden, Blair (historian)	Q4924195	Blair Worden
Worsley, Lucy (historian)	Q6698586	Lucy Worsley
Worth, Richard Nicholls (historian)	Q7328063	Richard Nicholls Worth. Editor of Buller papers.
Wortham, C J (literary scholar)	Q109909149	C. J. Wortham.
Worthen, Hannah (historian)	Q86983098	Hannah Worthen
Worthington, David (historian)	Q95296930	David Worthington.
Worton, Jonathan (historian)	Q87183986	Jonathan Worton
Wright, Calum S (historian)	Q109909152	Calum Summerill Wright.
Wright, Nancy E (historian)	Q87187629	Nancy E. Wright
Wright, Peter D (historian)	Q109909154	Peter Dennis Wright.
Wright, Stephen L (historian)		Stephen L. Wright. Booklet on civil war Birmingham. May also have written about airborne forces in WW2. Not same as Steven L. Wright who wrote on American Civil War. Probably not same as one or more people called Stephen Wright who did theses on baptists and quakers.
Wright, Susan J (historian)	Q109909155	Susan J. Wright.
Wright, Thomas (historian)	Q2376764	Thomas Wright. Editor of Joseph Lister.
Wrightson, Keith (historian)	Q60038185	Keith Edwin Wrightson
Wrigley, E A (historian)	Q15462664	Edward Anthony Wrigley. Demographic historian associated with Cambridge Population Group.
Wroughton, John (historian)	Q87184610	John Wroughton
Wyatt, D K J (historian)	Q109909156	D. K. J. Wyatt.
Wyn-Williams, Rhian (historian)	Q109909157	Rhian Wyn-Williams.
Xiang, Rong (historian)	Q109909158	Rong Xiang.
Yamamoto, Koji (historian)	Q57694257	Koji Yamamoto.
Yamamoto-Wilson, John (historian)	Q87187632	John R. Yamamoto-Wilson
Yerby, George (historian)	Q87187635	George Yerby
Yorke, Peter D (historian)	Q109909159	Peter David Yorke.
Yorke, Philip (2nd Earl of Hardwicke, historian)	Q5790329	Philip Yorke, 2nd Earl of Hardwicke. Politician and historian.
Youings, Joyce A (historian)	Q87187638	Joyce A. Youings
Young, Alan R (historian)	Q87184612	Alan Roger Young
Young, Anne Steele (historian)	Q87184617	Anne Steele Young
Young, Charlotte (historian)	Q114758604	Charlotte Louise Young. Thesis on sequestration and compounding, and book on London Joiner's Company.
Young, John R (historian)	Q87184619	John Robert Young
Young, Margaret D (archivist)	Q92395621	Margaret D. Young. Archivist at Scottish Record Office and author of ''Parliaments of Scotland''.
Young, Peter (historian)	Q7177828	Brigadier Peter Young. Army officer, military historian and reenactor.
Young, Sharon (literary scholar)	Q109909161	Sharon Young.
Younger, Neil (historian)	Q86983100	Neil Younger
Youngs, Frederic A. (historian)	Q68004622	Frederic A. Youngs junior. American historian and author of ''Guide to Local Administrative Units of England''.
Yun, Dukhee (historian)		Dukhee Yun. Korean historian with PhD from Exeter on infantry tactics and article in Journal of Military History on pike tactics. Assumed that Yun is family name and Dukhee is given name, but this may be an error that needs to be corrected.
Zagorin, Perez (historian)	Q7167918	Perez Zagorin
Zahedieh, Nuala (historian)	Q62560653	Nuala Barbara Zahedieh.
Zaller, Robert (historian)	Q7351337	Robert Zaller
Zaret, David (sociologist)	Q87187642	David Zaret
Zimmer, Oliver (historian)	Q23005429	Oliver Zimmer
Zuvich, Andrea (historian)	Q18352173	Andrea Zuvich. Historian and novelist.
Zwicker, Steven N (literary scholar)	Q7615413	Steven N. Zwicker. Literary scholar and historian studying Restoration literature and politics.
